accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning,filtered_date,century,_primaryPlace_cleaned,countries_place,country,place,technique_filtered,color,coordinates,latitude,longitude
566G-1902,1902.0,O1490111,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2019LX8482,porcelain,painted,,in store,False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
566F-1902,1902.0,O1490110,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2019LX8481,porcelain,painted,,in store,False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
566D-1902,1902.0,O1490109,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2019LX3341,porcelain,painted,,in store,False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
566C-1902,1902.0,O1490108,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2019MB1781,porcelain,painted,,in store,False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
566B-1902,1902.0,O1490107,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2019LX8480,porcelain,painted,,in store,False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
566E-1902,1902.0,O1490106,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2006AL6330,porcelain,painted,,"british galleries, room 120, the wolfson galleries",False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
566-1902,1902.0,O1490105,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2006AL6329,porcelain,painted,,"british galleries, room 120, the wolfson galleries",False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
566-1902,1902.0,O1490104,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,1831,2019LX6487,porcelain,painted,,in store,False,False,1831,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583P-1902,1902.0,O1489944,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX4926,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583N-1902,1902.0,O1489943,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX4931,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583L-1902,1902.0,O1489942,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX4929,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583J-1902,1902.0,O1489940,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX4930,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583H-1902,1902.0,O1489939,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX4927,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583D-1902,1902.0,O1489938,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX4925,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583C-1902,1902.0,O1489937,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX8478,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583Q-1902,1902.0,O1489936,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX6496,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583O-1902,1902.0,O1489935,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2006AL7696,porcelain,,,"british galleries, room 120, the wolfson galleries",False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583M-1902,1902.0,O1489934,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2006AL7695,porcelain,,,"british galleries, room 120, the wolfson galleries",False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583I-1902,1902.0,O1489933,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2006AL7694,porcelain,,,"british galleries, room 120, the wolfson galleries",False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583G-1902,1902.0,O1489932,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2006AL7693,porcelain,,,"british galleries, room 120, the wolfson galleries",False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583B-1902,1902.0,O1489931,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2006AL7692,porcelain,,,"british galleries, room 120, the wolfson galleries",False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583F-1902,1902.0,O1489930,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX8485,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583E-1902,1902.0,O1489929,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX8484,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583A-1902,1902.0,O1489928,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX8483,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
583K-1902,1902.0,O1489941,dish,,Stoke-on-Trent,spode ceramic works,manufacturer,ca.1820,2019LX4928,porcelain,painting,,in store,False,False,1820,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,painted,,"53.0162014, -2.1812607",53.0162014,-2.1812607
C.90B-1909,1909.0,O1487624,cup,,England,,,18th century,2019LV4269,porcelain,painting,,in store,False,False,1700-1800,18.0,england,england,,england,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
C.2-2019,2019.0,O1467635,bowl,,London,emmanuel cooper,maker,ca. 2000 - 2010,2020MN9212,porcelain,,,"ceramics, room 139, the curtain foundation gallery",False,False,2000-2010,21.0,london,"london, england",england,london,,,"51.5074456, -0.1277653",51.5074456,-0.1277653
C.94:1 to 7-2011,2011.0,O1241527,wall piece,,s'Hertogenbosch,"wolvers, henk",maker,2010,2015HM9830,porcelain,firing,,in store,False,False,2010,21.0,s'hertogenbosch,"s'hertogenbosch, netherlands",netherlands,s'hertogenbosch,firing/heating,,"51.6889387, 5.303116",51.6889387,5.303116
C.90A-1909,1909.0,O1487623,saucer,,England,,,18th century,2019LM2226,porcelain,painting,,in store,False,False,1700-1800,18.0,england,england,,england,painted,,"51.5074456, -0.1277653",51.5074456,-0.1277653
C.365-2009,2009.0,O1194559,vase,Spirit,Selb,"platt, robin",designer,1999,,porcelain,,,in store,False,False,1999,20.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
1961A-1855,1855.0,O1192760,cup,,Germany,meissen,,18th century,2019LK3257,porcelain,painted,,in store,False,False,1700-1800,18.0,germany,germany,,germany,painted,,"52.5173885, 13.3951309",52.5173885,13.3951309
"8127:1, 2-1863",1863.0,O1192697,jar and cover,,germany,meissen,,18th century,2019LX8362,porcelain,painted,,in store,False,False,1700-1800,18.0,germany,germany,,germany,painted,,"52.5173885, 13.3951309",52.5173885,13.3951309
"C.178:1, 2-2009",2009.0,O1192654,espresso cup and saucer,Free Spirit,Selb,"platt, robin",designer,2004,2011ER1196,porcelain,,,in store,False,False,2004,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.181:1 to 3-2009,2009.0,O1192652,teapot,Free Spirit,Selb,"platt, robin",designer,2004,2009CP2939,porcelain,,,"ceramics, room 140, factory ceramics",False,False,2004,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.183-2009,2009.0,O1192651,vase,Spirit,Selb,"platt, robin",designer,1999,2009CP2935,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1999,20.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.184-2009,2009.0,O1192650,vase,Spirit,Selb,"platt, robin",designer,1999,2009CP2931,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1999,20.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.185-2009,2009.0,O1192649,vase,Spirit,Selb,"platt, robin",designer,1999,,porcelain,,,in store,False,False,1999,20.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.165-2009,2009.0,O1190918,plate,A La Carte,Selb,"platt, robin",designer,2006,2009CP2933,porcelain,,,"ceramics, room 140, factory ceramics",False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.166-2009,2009.0,O1190917,plate,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.167-2009,2009.0,O1190916,plate,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.168-2009,2009.0,O1190915,plate,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.169-2009,2009.0,O1190914,plate,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.170-2009,2009.0,O1190913,bowl,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,"ceramics, room 140, factory ceramics",False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.172-2009,2009.0,O1190912,bowl,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.173-2009,2009.0,O1190911,bowl,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.174-2009,2009.0,O1190910,bowl,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.175-2009,2009.0,O1190909,bowl,A La Carte,Selb,"platt, robin",designer,2006,,porcelain,,,in store,False,False,2006,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
"C.179:1, 2-2009",2009.0,O1190908,sugar bowl,Free Spirit,Selb,"platt, robin",designer,2004,2009CP2936,porcelain,,,"ceramics, room 140, factory ceramics",False,False,2004,21.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.187-2009,2009.0,O1190907,bowl,Spirit,Selb,"platt, robin",designer,1999,2009CP2937,porcelain,,,in store,False,False,1999,20.0,selb,"selb, germany",germany,selb,,,"50.1696241, 12.1309201",50.1696241,12.1309201
C.135-2009,2009.0,O1190442,plate,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CP2885,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
C.138-2009,2009.0,O1190440,bowl,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CE1654,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
C.140-2009,2009.0,O1190438,bowl,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CE1632,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
C.136-2009,2009.0,O1190437,plate,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CP2884,porcelain,,,"ceramics, room 140, factory ceramics",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
414:715/G-1885,1885.0,O186108,spoon,,Jingdezhen,unknown,manufacturer,ca. 1770,2010EH1917,porcelain,painted,,"ceramics, room 139, the curtain foundation gallery",False,False,1770,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,painted,,"29.3582395, 117.2735595",29.3582395,117.2735595
C.329-2018,2018.0,O1460094,lithophane,,Thuringia,plauesche porzellanmanufaktur,,,2019LY8868,porcelain,,,in store,False,False,,,thuringia,"thuringia, germany",germany,thuringia,,,"50.9014721, 11.0377839",50.9014721,11.0377839
C.328-2018,2018.0,O1460093,lithophane,,Thuringia,plauesche porzellanmanufaktur,,,2019LY8854,porcelain,,,in store,False,False,,,thuringia,"thuringia, germany",germany,thuringia,,,"50.9014721, 11.0377839",50.9014721,11.0377839
C.327-2018,2018.0,O1460092,lithophane,,Thuringia,plauesche porzellanmanufaktur,,,2019LY8856,porcelain,,,in store,False,False,,,thuringia,"thuringia, germany",germany,thuringia,,,"50.9014721, 11.0377839",50.9014721,11.0377839
C.326-2018,2018.0,O1460091,lithophane,,Thuringia,plauesche porzellanmanufaktur,,,2019LY8845,porcelain,,,in store,False,False,,,thuringia,"thuringia, germany",germany,thuringia,,,"50.9014721, 11.0377839",50.9014721,11.0377839
C.325-2018,2018.0,O1460090,lithophane,,Thuringia,plauesche porzellanmanufaktur,,,2019LY8846,porcelain,,,in store,False,False,,,thuringia,"thuringia, germany",germany,thuringia,,,"50.9014721, 11.0377839",50.9014721,11.0377839
C.324-2018,2018.0,O1460089,lithophane,,Thuringia,plauesche porzellanmanufaktur,,,2019LY8836,porcelain,,,in store,False,False,,,thuringia,"thuringia, germany",germany,thuringia,,,"50.9014721, 11.0377839",50.9014721,11.0377839
584N&O-1902,1902.0,O1439055,dish,,Stoke-upon-Trent,,,1800-1900,2019LX3395,porcelain,gilding,,"ceramics, room 139, the curtain foundation gallery",False,False,1800-1900,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,gilded,,"53.0162014, -2.1812607",53.0162014,-2.1812607
584L&M-1902,1902.0,O1439053,dish,,Stoke-upon-Trent,,,1800-1900,2019LX3944,porcelain,gilding,,in store,False,False,1800-1900,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,gilded,,"53.0162014, -2.1812607",53.0162014,-2.1812607
584J&K-1902,1902.0,O1439046,dish,,Stoke-upon-Trent,,,1800-1900,2010DF5789,porcelain,gilding,,"ceramics, room 139, the curtain foundation gallery",False,False,1800-1900,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,gilded,,"53.0162014, -2.1812607",53.0162014,-2.1812607
584H&I-1902,1902.0,O1439041,dish,,Stoke-upon-Trent,,,1800-1900,2019LX3417,porcelain,gilding,,in store,False,False,1800-1900,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,gilded,,"53.0162014, -2.1812607",53.0162014,-2.1812607
584F&G-1902,1902.0,O1439040,dish,,Stoke-upon-Trent,,,1800-1900,2019LX3941,porcelain,gilding,,in store,False,False,1800-1900,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,gilded,,"53.0162014, -2.1812607",53.0162014,-2.1812607
584D&E-1902,1902.0,O1439037,dish,,Stoke-upon-Trent,,,1800-1900,2006AM0290,porcelain,gilding,,"british galleries, room 120, the wolfson galleries",False,False,1800-1900,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,gilded,,"53.0162014, -2.1812607",53.0162014,-2.1812607
584B&C-1902,1902.0,O1439034,dish,,Stoke-upon-Trent,,,1800-1900,2019LX3353,porcelain,gilding,,in store,False,False,1800-1900,19.0,stoke-on-trent,"stoke-on-trent, england",england,stoke-on-trent,gilded,,"53.0162014, -2.1812607",53.0162014,-2.1812607
C.142-2009,2009.0,O1154050,plate,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CP2947,porcelain,,,"design 1900 to now, room 74",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
C.134-2009,2009.0,O1190443,plate,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CP2886,porcelain,,,"design 1900 to now, room 74",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
C.137-2009,2009.0,O1190441,plate,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CP2899,porcelain,,,"design 1900 to now, room 74",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
C.139-2009,2009.0,O1190439,bowl,B-set,Netherlands,"jongerius, hella",designer,1998-1999,2009CE1642,porcelain,,,"design 1900 to now, room 74",False,False,1998-1999,20.0,netherlands,netherlands,,netherlands,,,"52.3730796, 4.8924534",52.3730796,4.8924534
13-1876,1876.0,O183338,cup,,Jingdezhen,unknown,,1795-1805,2009CT3679,porcelain,,qing,in store,False,False,1795-1805,18.0,jingdezhen,"jingdezhen, china",china,jingdezhen,,,"29.3582395, 117.2735595",29.3582395,117.2735595
FE.214-2019,2019.0,O1519264,vase,Memory of Emotions,Korea,lee inhwa,artist,2018,2026PN8056,porcelain,,,in store,False,False,2018,21.0,korea,korea,,korea,,,"36.638392, 127.6961188",36.638392,127.6961188
